2010-07-07	83940400	15.8
2010-08-03	8623500	21.950001
2010-12-14	8629900	28.530001
2010-12-22	24751500	32.630001
2011-08-08	17628000	23.639999
2011-08-12	13668000	26.309999
2011-08-22	9136300	21.950001
2011-11-16	14087300	34.939999
2012-01-13	17872100	22.790001
2012-05-18	15104900	27.559999
2012-05-29	13517900	31.690001
2012-07-16	16324400	35.959999
2012-08-02	17579400	26.1
2013-05-28	158153800	110.330002
2013-07-16	136176900	109.050003
2013-08-08	130969500	153.479996
2013-11-05	179432500	176.809998
2014-04-02	96793500	230.289993
2014-04-15	85175700	193.910004
2014-04-22	82162800	218.639999
2015-08-24	63213800	218.869995
2015-11-06	54529700	232.360001
2016-02-10	86920300	143.669998
2016-06-24	81752500	193.149994
2018-04-02	162820500	252.479996
2018-06-18	125213300	370.829987
2018-09-07	105210600	263.23999
2018-10-01	142074200	310.700012
2018-12-24	90334900	295.390015
2019-01-03	85046400	300.359985
